timestamp,asset_symbol,supply_apy,borrow_apy,utilization_rate,total_deposits,total_borrows,source,block_number,datetime,date,tracker
1756646241,WFLOW,1.3166350794922521,2.155677930346836,26.332701589845044,38902944.71753931,10244196.342132011,pool_contract_direct,38737928,2025-08-31 13:17:21,2025-08-31,more_markets
1756646241,ankrFLOW,0.0227733296280405,0.64557479560645,0.45546659256081,24155010.843929227,110018.0048235386,pool_contract_direct,38737928,2025-08-31 13:17:21,2025-08-31,more_markets
